کلاس کالا,کد کلاس,سرگروه کالا,کد سرگروه,گروه کالا,کد گروه,شناسه تکمیلی,کد شناسه,ویژگی اصلی فنی,کد ویژگی اصلی,ویژگی فرعی فنی,کد ویژگی فرعی,شرح کالا,کد سریال,کد کامل
مواد اوليه,11,تجهيزات و تزيينات ,5,مجموعه صندوق,09,تامین ‌کننده داخلی,02,باکس بغل (Side Case / Pannier),003,آلومینیومی,02,شرح کالا,001,11-5-09-02-003-02-001
مواد اوليه,11,تجهيزات و تزيينات ,5,مجموعه صندوق,09,تامین‌ کننده خارجی,03,صندوق زیر زین,001,فاقد مشخصه فرعی,00,شرح کالا,001,11-5-09-03-001-00-001
مواد اوليه,11,تجهيزات و تزيينات ,5,مجموعه صندوق,09,تامین‌ کننده خارجی,03,باکس عقب (Top Box),002,پلاستیک ABS,01,شرح کالا,001,11-5-09-03-002-01-001
مواد اوليه,11,تجهيزات و تزيينات ,5,مجموعه صندوق,09,تامین‌ کننده خارجی,03,باکس عقب (Top Box),002,آلومینیومی,02,شرح کالا,001,11-5-09-03-002-02-001
مواد اوليه,11,تجهيزات و تزيينات ,5,مجموعه صندوق,09,تامین‌ کننده خارجی,03,باکس بغل (Side Case / Pannier),003,پلاستیک ABS,01,شرح کالا,001,11-5-09-03-003-01-001
مواد اوليه,11,تجهيزات و تزيينات ,5,مجموعه صندوق,09,تامین‌ کننده خارجی,03,باکس بغل (Side Case / Pannier),003,آلومینیومی,02,شرح کالا,001,11-5-09-03-003-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,10 اینچ,01,شرح کالا,001,11-6-01-01-001-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,12 اینچ,02,شرح کالا,001,11-6-01-01-001-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,13 اینچ,03,شرح کالا,001,11-6-01-01-001-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,14 اینچ,04,شرح کالا,001,11-6-01-01-001-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,15 اینچ,05,شرح کالا,001,11-6-01-01-001-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,16 اینچ,06,شرح کالا,001,11-6-01-01-001-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,17 اینچ,07,شرح کالا,001,11-6-01-01-001-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,18 اینچ,08,شرح کالا,001,11-6-01-01-001-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,19 اینچ,09,شرح کالا,001,11-6-01-01-001-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ پره‌ای (Spoked),001,21 اینچ,10,شرح کالا,001,11-6-01-01-001-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,10 اینچ,01,شرح کالا,001,11-6-01-01-002-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,12 اینچ,02,شرح کالا,001,11-6-01-01-002-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,13 اینچ,03,شرح کالا,001,11-6-01-01-002-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,14 اینچ,04,شرح کالا,001,11-6-01-01-002-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,15 اینچ,05,شرح کالا,001,11-6-01-01-002-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,16 اینچ,06,شرح کالا,001,11-6-01-01-002-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,17 اینچ,07,شرح کالا,001,11-6-01-01-002-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,18 اینچ,08,شرح کالا,001,11-6-01-01-002-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,19 اینچ,09,شرح کالا,001,11-6-01-01-002-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تولیدی هانی موتور,01,رینگ آلومینیومی (Alloy),002,21 اینچ,10,شرح کالا,001,11-6-01-01-002-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,10 اینچ,01,شرح کالا,001,11-6-01-02-001-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,12 اینچ,02,شرح کالا,001,11-6-01-02-001-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,13 اینچ,03,شرح کالا,001,11-6-01-02-001-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,14 اینچ,04,شرح کالا,001,11-6-01-02-001-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,15 اینچ,05,شرح کالا,001,11-6-01-02-001-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,16 اینچ,06,شرح کالا,001,11-6-01-02-001-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,17 اینچ,07,شرح کالا,001,11-6-01-02-001-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,18 اینچ,08,شرح کالا,001,11-6-01-02-001-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,19 اینچ,09,شرح کالا,001,11-6-01-02-001-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ پره‌ای (Spoked),001,21 اینچ,10,شرح کالا,001,11-6-01-02-001-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,10 اینچ,01,شرح کالا,001,11-6-01-02-002-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,12 اینچ,02,شرح کالا,001,11-6-01-02-002-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,13 اینچ,03,شرح کالا,001,11-6-01-02-002-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,14 اینچ,04,شرح کالا,001,11-6-01-02-002-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,15 اینچ,05,شرح کالا,001,11-6-01-02-002-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,16 اینچ,06,شرح کالا,001,11-6-01-02-002-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,17 اینچ,07,شرح کالا,001,11-6-01-02-002-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,18 اینچ,08,شرح کالا,001,11-6-01-02-002-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,19 اینچ,09,شرح کالا,001,11-6-01-02-002-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین ‌کننده داخلی,02,رینگ آلومینیومی (Alloy),002,21 اینچ,10,شرح کالا,001,11-6-01-02-002-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,10 اینچ,01,شرح کالا,001,11-6-01-03-001-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,12 اینچ,02,شرح کالا,001,11-6-01-03-001-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,13 اینچ,03,شرح کالا,001,11-6-01-03-001-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,14 اینچ,04,شرح کالا,001,11-6-01-03-001-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,15 اینچ,05,شرح کالا,001,11-6-01-03-001-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,16 اینچ,06,شرح کالا,001,11-6-01-03-001-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,17 اینچ,07,شرح کالا,001,11-6-01-03-001-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,18 اینچ,08,شرح کالا,001,11-6-01-03-001-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,19 اینچ,09,شرح کالا,001,11-6-01-03-001-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ پره‌ای (Spoked),001,21 اینچ,10,شرح کالا,001,11-6-01-03-001-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,10 اینچ,01,شرح کالا,001,11-6-01-03-002-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,12 اینچ,02,شرح کالا,001,11-6-01-03-002-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,13 اینچ,03,شرح کالا,001,11-6-01-03-002-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,14 اینچ,04,شرح کالا,001,11-6-01-03-002-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,15 اینچ,05,شرح کالا,001,11-6-01-03-002-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,16 اینچ,06,شرح کالا,001,11-6-01-03-002-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,17 اینچ,07,شرح کالا,001,11-6-01-03-002-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,18 اینچ,08,شرح کالا,001,11-6-01-03-002-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,19 اینچ,09,شرح کالا,001,11-6-01-03-002-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه رينگ,01,تامین‌ کننده خارجی,03,رینگ آلومینیومی (Alloy),002,21 اینچ,10,شرح کالا,001,11-6-01-03-002-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 10 اینچ,01,شرح کالا,001,11-6-02-01-001-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 12 اینچ,02,شرح کالا,001,11-6-02-01-001-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 13 اینچ,03,شرح کالا,001,11-6-02-01-001-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 14 اینچ,04,شرح کالا,001,11-6-02-01-001-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 15 اینچ,05,شرح کالا,001,11-6-02-01-001-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 16 اینچ,06,شرح کالا,001,11-6-02-01-001-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 17 اینچ,07,شرح کالا,001,11-6-02-01-001-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 18 اینچ,08,شرح کالا,001,11-6-02-01-001-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 19 اینچ,09,شرح کالا,001,11-6-02-01-001-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبلس (Tubeless),001,مناسب رینگ 21 اینچ,10,شرح کالا,001,11-6-02-01-001-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 10 اینچ,01,شرح کالا,001,11-6-02-01-002-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 12 اینچ,02,شرح کالا,001,11-6-02-01-002-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 13 اینچ,03,شرح کالا,001,11-6-02-01-002-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 14 اینچ,04,شرح کالا,001,11-6-02-01-002-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 15 اینچ,05,شرح کالا,001,11-6-02-01-002-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 16 اینچ,06,شرح کالا,001,11-6-02-01-002-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 17 اینچ,07,شرح کالا,001,11-6-02-01-002-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 18 اینچ,08,شرح کالا,001,11-6-02-01-002-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 19 اینچ,09,شرح کالا,001,11-6-02-01-002-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تولیدی هانی موتور,01,تایر تیوبدار (Tube-type),002,مناسب رینگ 21 اینچ,10,شرح کالا,001,11-6-02-01-002-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 10 اینچ,01,شرح کالا,001,11-6-02-02-001-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 12 اینچ,02,شرح کالا,001,11-6-02-02-001-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 13 اینچ,03,شرح کالا,001,11-6-02-02-001-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 14 اینچ,04,شرح کالا,001,11-6-02-02-001-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 15 اینچ,05,شرح کالا,001,11-6-02-02-001-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 16 اینچ,06,شرح کالا,001,11-6-02-02-001-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 17 اینچ,07,شرح کالا,001,11-6-02-02-001-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 18 اینچ,08,شرح کالا,001,11-6-02-02-001-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 19 اینچ,09,شرح کالا,001,11-6-02-02-001-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبلس (Tubeless),001,مناسب رینگ 21 اینچ,10,شرح کالا,001,11-6-02-02-001-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 10 اینچ,01,شرح کالا,001,11-6-02-02-002-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 12 اینچ,02,شرح کالا,001,11-6-02-02-002-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 13 اینچ,03,شرح کالا,001,11-6-02-02-002-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 14 اینچ,04,شرح کالا,001,11-6-02-02-002-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 15 اینچ,05,شرح کالا,001,11-6-02-02-002-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 16 اینچ,06,شرح کالا,001,11-6-02-02-002-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 17 اینچ,07,شرح کالا,001,11-6-02-02-002-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 18 اینچ,08,شرح کالا,001,11-6-02-02-002-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 19 اینچ,09,شرح کالا,001,11-6-02-02-002-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین ‌کننده داخلی,02,تایر تیوبدار (Tube-type),002,مناسب رینگ 21 اینچ,10,شرح کالا,001,11-6-02-02-002-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 10 اینچ,01,شرح کالا,001,11-6-02-03-001-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 12 اینچ,02,شرح کالا,001,11-6-02-03-001-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 13 اینچ,03,شرح کالا,001,11-6-02-03-001-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 14 اینچ,04,شرح کالا,001,11-6-02-03-001-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 15 اینچ,05,شرح کالا,001,11-6-02-03-001-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 16 اینچ,06,شرح کالا,001,11-6-02-03-001-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 17 اینچ,07,شرح کالا,001,11-6-02-03-001-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 18 اینچ,08,شرح کالا,001,11-6-02-03-001-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 19 اینچ,09,شرح کالا,001,11-6-02-03-001-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبلس (Tubeless),001,مناسب رینگ 21 اینچ,10,شرح کالا,001,11-6-02-03-001-10-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 10 اینچ,01,شرح کالا,001,11-6-02-03-002-01-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 12 اینچ,02,شرح کالا,001,11-6-02-03-002-02-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 13 اینچ,03,شرح کالا,001,11-6-02-03-002-03-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 14 اینچ,04,شرح کالا,001,11-6-02-03-002-04-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 15 اینچ,05,شرح کالا,001,11-6-02-03-002-05-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 16 اینچ,06,شرح کالا,001,11-6-02-03-002-06-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 17 اینچ,07,شرح کالا,001,11-6-02-03-002-07-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 18 اینچ,08,شرح کالا,001,11-6-02-03-002-08-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 19 اینچ,09,شرح کالا,001,11-6-02-03-002-09-001
مواد اوليه,11,رينگ ولاستيک,6,مجموعه تاير,02,تامین‌ کننده خارجی,03,تایر تیوبدار (Tube-type),002,مناسب رینگ 21 اینچ,10,شرح کالا,001,11-6-02-03-002-10-001
اتصالات و قطعات استاندارد ,22,مجموعه پیچ,1,پیچ چهارسو,01,تامین ‌کننده داخلی,01,قطر M3,001,10 میلی‌ متر,01,شرح کالا,001,22-1-01-01-001-01-001
اتصالات و قطعات استاندارد ,22,مجموعه پیچ,1,پیچ چهارسو,01,تامین ‌کننده داخلی,01,قطر M3,001,15 میلی ‌متر,02,شرح کالا,001,22-1-01-01-001-02-001
اتصالات و قطعات استاندارد ,22,مجموعه پیچ,1,پیچ چهارسو,01,تامین ‌کننده داخلی,01,قطر M3,001,20 میلی ‌متر,03,شرح کالا,001,22-1-01-01-001-03-001
اتصالات و قطعات استاندارد ,22,مجموعه پیچ,1,پیچ چهارسو,01,تامین ‌کننده داخلی,01,قطر M4,002,10 میلی‌ متر,01,شرح کالا,001,22-1-01-01-002-01-001
اتصالات و قطعات استاندارد ,22,مجموعه پیچ,1,پیچ چهارسو,01,تامین ‌کننده داخلی,01,قطر M4,002,15 میلی ‌متر,02,شرح کالا,001,22-1-01-01-002-02-001
اتصالات و قطعات استاندارد ,22,مجموعه پیچ,1,پیچ چهارسو,01,تامین ‌کننده داخلی,01,قطر M4,002,20 میلی ‌متر,03,شرح کالا,001,22-1-01-01-002-03-001
